
text,label
"ASSUNTO: Promoção relâmpago: economize 82% em uma Segurança Premiada | CORPO: ATÉ 82% DE DESCONTO. Preços a partir de apenas BRL79.99. Aproveite! A oferta termina em breve. Bitdefender SRL, Romênia, Bucareste. Trusted. Always. Não responda a este e-mail.",Spam
"ASSUNTO: Try V Rising at NO COST! | CORPO: AWAKEN VAMPIRES! V Rising is free to play for a limited time until May 18. Sharpen your fangs and conquer the night together. Make your reign eternal with 55% off. Cosmetic DLC packs at 20% off. Rent a server with code FREEWEEKEND2026. Stunlock Studios AB, Sweden.",Spam
"ASSUNTO: Multi Agent connectivity & governance for Oracle Fusion AI | CORPO: Webcast June 18th 2026. Multi Agent connectivity and governance for Fusion AI Agent Studio. Connect & govern Agents: AI Data Platform, OCI Enterprise AI. Webcast registration. Oracle Integration connects applications and data across on-premises and cloud.",Spam
"ASSUNTO: Código de login: 000000 | CORPO: Aqui está seu código de login da Riot Games: 000000. O código expira em breve. Se você não solicitou essa alteração, mude sua senha imediatamente. Riot Games, Inc. Los Angeles, CA.",Legitimo
"ASSUNTO: Aproveite ao máximo Moto com outra viagem | CORPO: Assine o Uber One e aproveite as vantagens de ser membro. Economize R$ 45 por mês em média. Deslocamento diário conveniente com outra pessoa Moto viagem. Viaje agora mesmo. Uber do Brasil Tecnologia Ltda.",Spam
"ASSUNTO: Eldest Souls, da sua lista de desejos, está em oferta! | CORPO: 1 JOGO DA SUA LISTA DE DESEJOS ESTÁ EM OFERTA! Eldest Souls com -90% de desconto. R$ 7,99. Oferta válida até 23 de mai. Verifique a página na Loja Steam para mais detalhes. Valve Corporation, Bellevue, WA.",Spam
"ASSUNTO: Quer ganhar R$50 em Vale Bonus? | CORPO: Olá [USUÁRIO], nos próximos dias a sua fatura estará disponível no App Vivo e você poderá ganhar R$50 em Vale Bonus todos os meses. Confira como aproveitar em parceiros diversos. Equipe Vivo. São Paulo, SP.",Spam
"ASSUNTO: Novo acesso detectado na sua conta | CORPO: Olá [USUÁRIO], notamos um novo acesso na sua conta Méqui. Dispositivo: Android SAMSUNG. Localização: Rio de Janeiro, Brasil. Se foi você, ignore. Se não, recomendamos revisar os dispositivos e alterar a senha da sua conta. Equipe Méqui. Arcos Dorados Comercio de Alimentos LTDA.",Legitimo
"ASSUNTO: (TAB + Backing Track) The One Who's Running The Show | CORPO: Passe para um plano mais completo para continuar. Assine para ter acesso a este post e a outros benefícios exclusivos para membros. Tab Sheet Music via Patreon. San Francisco, CA.",Spam
"ASSUNTO: Sua conta Mozilla foi usada para se conectar | CORPO: Novo acesso à sua conta Mozilla detectado. Dispositivo: Firefox em Linux. Local: Rio de Janeiro, RJ. Se não foi você, mude sua senha. Mozilla Security Team. San Francisco, CA.",Legitimo
"ASSUNTO: Use 000000 para entrar | CORPO: Você se conectou no Firefox? Ajude-nos a manter sua conta segura aprovando seu acesso. Se foi você, use este código de autorização: 000000. Expira em 5 minutos. Mozilla Accounts.",Legitimo
"ASSUNTO: Welcome to Vidcast! | CORPO: Welcome to Vidcast [USUÁRIO]! Whether its a missed recording or a product walk-through, our AI-powered platform makes every video engaging. Skip the Noise, Get to the Point. Part of Cisco Webex suite.",Spam
"ASSUNTO: Progress update: Missed a week? | CORPO: We noticed you haven’t made progress this week. Dive back into Play It Safe: Manage Security Risks to keep building sua expertise. Minutes Learned: 0. Coursera Inc. Mountain View, CA.",Legitimo
"ASSUNTO: Veja seu contrato dos serviços Vivo | CORPO: Olá [USUÁRIO], receba aqui o seu contrato com todos os detalhes da sua solicitação. Para abrir, você precisa do Adobe Acrobat Reader. Você também pode acessar pelo App Vivo. Equipe Vivo.",Legitimo
"ASSUNTO: Atualização da nossa política de privacidade | CORPO: Gostaríamos de informar que atualizamos nossa política de privacidade para incluir como usamos cookies. Isso não afetará suas conversas no ChatGPT, que continuam privadas. Equipe OpenAI.",Legitimo
"ASSUNTO: Seu idioma no Strava foi atualizado | CORPO: Atualizamos o idioma dos e-mails e notificações push do Strava para acompanhar o que está definido no seu aplicativo. Tudo fica consistente da sua caixa de entrada ao feed. Strava, CA.",Legitimo
"ASSUNTO: Arte expandida de Mega Greninja ex revelada! | CORPO: A espera acabou! Mega Greninja salta das sombras em uma explosão de cores como uma carta Ilustração Rara Especial. Veja Froakie e Frogadier no site oficial. The Pokémon Company.",Spam
"ASSUNTO: Autenticação de e-mail Vivo Easy | CORPO: Falta pouco para você se tornar Vivo Easy Lite! O código para validação da sua conta é: 0000. Insira este código no campo solicitado. Até breve, Equipe Vivo. São Paulo, SP.",Legitimo
"ASSUNTO: DON’T MISS THIS WEEK’S DIGEST | CORPO: Copyright 2025 Farmskins, All rights reserved. Our mailing address is contact@farmskins.com. Update your preferences or unsubscribe from this list. Nicosia, Cyprus.",Spam
"ASSUNTO: Embrace spring with 50% off! | CORPO: Spring is in full bloom. If you're serious about your growth, claim your 50% off Mimo Max. Build skills that matter in professional life with AI-powered tools. Mimo GmbH, Vienna, Austria.",Spam
"ASSUNTO: Seu plano do fim de semana está aqui | CORPO: 15% OFF na HBO Max — ative e aproveite com Mercado Livre. As melhores séries, filmes e esportes em um só lugar. Oferta válida para o plano mensal Padrão. Meli Mais.",Spam
"ASSUNTO: A fatura do seu cartão Nubank está fechada | CORPO: Olá [USUÁRIO], sua fatura vence no dia 8 de maio. Confira os detalhes no PDF anexo. Pague direto no app usando o saldo da conta ou gerando um boleto. Equipe Nubank. São Paulo, SP.",Legitimo
"ASSUNTO: New login to Instagram from Firefox | CORPO: We noticed a new login, [USUÁRIO]. Device: Windows, Firefox. Location: Rio de Janeiro, Brazil. If this wasn't you, secure your account. Meta Platforms, Inc. Menlo Park, CA.",Legitimo
"ASSUNTO: Anunciando Megaevolução — Escuridão Absoluta | CORPO: Aventure-se pelo lado obscuro com Mega Darkrai ex. Descubra estratégias fantasmagóricas e artes inéditas inspiradas na região de Kalos. Saiba mais no Pokémon Estampas Ilustradas. The Pokémon Company International.",Spam
"ASSUNTO: Hoje tem webinar: Tendência de IA e o Futuro da Gestão de Projetos | CORPO: Olá, aluna (o)! Hoje temos mais um webinar onde você vai descobrir como a IA está transformando a gestão de projetos. Às 17h, assista a transmissão. Enviado por Hackers do Bem.",Legitimo
"ASSUNTO: Dezenas de pessoas foram contratadas pelo Santander no último bootcamp | CORPO: Olá [USUÁRIO], o Santander volta com foco em IA e três trilhas para sua carreira: AI Java Back-end, AI React Front-end e Rust AI Developer. Inscrições até 03 de maio. Digital Innovation One.",Spam
"ASSUNTO: Notificação de entrega SHEIN | CORPO: Estimado cliente, o número de rastreamento do seu pedido [ID] está em processo de entrega. Verifique o seu serviço telefônico para obter a informação do pacote. Atendimento ao Cliente SHEIN.",Legitimo
"ASSUNTO: Cancelamento da sua assinatura do Amazon Prime | CORPO: Olá [USUÁRIO], sua assinatura do Amazon Prime foi cancelada. Se quiser aproveitar seus benefícios novamente, você pode voltar a qualquer momento. Serviço de Atendimento ao Cliente da Amazon.",Legitimo
"ASSUNTO: Cancelamento do plano | CORPO: Olá [USUÁRIO], aqui estão os detalhes do seu pedido de cancelamento da linha [TELEFONE]. Data: 29/04/2026. Para acessar a segunda via da fatura, ligue *8486 ou acesse o site da Vivo.",Legitimo
"ASSUNTO: Vem aí a Semana Ânima de Engenharia | CORPO: A inovação começa com quem se movimenta. De 4 a 7/5, acontece a Semana Ânima de Engenharia, Aviação e Ciências Exatas. Inscreva-se! Comunicação Institucional Anima via Ulife.",Legitimo
"ASSUNTO: Alerta de preço: o FLOKI (FLOKI) está sendo negociado a Alta | CORPO: FLOKI subiu 5.94% para R$0,00017 nas últimas 24 horas. Os usuários também se interessaram por Bitcoin, Solana e Ethereum. Negocie na Coinbase Brasil Ltda.",Spam
"ASSUNTO: As NF-e da compra [ID] já estão disponíveis | CORPO: Você comprou Monitor Samsung Odyssey G30. Consulte as NF-e que estão disponíveis! Acesse o detalhe da sua compra no Mercado Livre.",Legitimo
"ASSUNTO: Você comprou Monitor Samsung Odyssey G30 | CORPO: Você comprou Monitor Samsung Odyssey G30. Chegará quarta-feira no endereço [ENDEREÇO]. Você comprou de EBAZAR.COM.BR. Mercado Livre.",Legitimo
"ASSUNTO: Pague sua compra de outra forma | CORPO: Não foi possível realizar esse pagamento com Mastercard terminado em [ID]. Você ainda pode continuar a compra e finalizar o pagamento em Minhas Compras. Mercado Livre.",Legitimo
"ASSUNTO: Conheça o novo TIM Controle: mais internet! | CORPO: Vem mandar bem com o TIM Controle. São 43,5GB de internet, ligações ilimitadas e WhatsApp incluso. Mude já e comece a aproveitar. Planos TIM Brasil.",Spam
"ASSUNTO: Aula cancelada - 27/04 | CORPO: Prezados, boa noite! Por motivos médicos, não poderei comparecer ao campus na segunda. Peço que estudem o material compartilhado. Atentamente, Fabio via Ulife.",Legitimo
"ASSUNTO: gov.br: Verificação em duas etapas habilitada | CORPO: Olá [USUÁRIO], esta é uma notificação de que a verificação em duas etapas foi habilitada em sua conta de acesso no gov.br. Operação realizada em 26/04/2026. Equipe gov.br.",Legitimo
"ASSUNTO: gov.br: Alerta de segurança: acesso em novo dispositivo | CORPO: Olá [USUÁRIO], detectamos um acesso em um novo dispositivo: Android (Firefox). Se foi você, não se preocupe. Caso não reconheça, altere sua senha. Equipe gov.br.",Legitimo
"ASSUNTO: Corre para desbloquear seu prêmio | CORPO: Olá gamer, suas recargas fazem sua caixa do jogo evoluir. A cada compra, você aumenta suas chances de desbloquear prêmios na roleta. Fazer login na Bonoxs Gaming.",Spam
"ASSUNTO: [URGENTE] Bloqueio de segurança na sua conta Inter | CORPO: Identificamos uma transação não autorizada no valor de R$ 3.450,00. Por segurança, seu acesso foi restrito. Para reativar e contestar a compra, acesse: http://inter-seguranca-portal.com",Phishing
"ASSUNTO: Sua declaração de IR 2026 contém erros graves | CORPO: Receita Federal informa: Divergência de dados detectada. Evite a retenção do seu CPF e multas contratuais. Baixe o relatório de pendências agora: http://e-cac-regularizacao-gov.net",Phishing
"ASSUNTO: Instagram: Alguém tentou redefinir sua senha | CORPO: Recebemos uma solicitação de troca de senha para o perfil @nizaki. Se não foi você, clique no link abaixo para proteger sua conta e invalidar o pedido anterior.",Phishing
"ASSUNTO: Suspensão de conta: Netflix Brasil | CORPO: Não conseguimos validar seus dados de faturamento. Para evitar a interrupção do serviço e a perda do seu histórico, atualize seu cartão de crédito aqui: http://netflix-pagamento-br.com",Phishing
"ASSUNTO: Correios: Sua encomenda BR77492019 está retida na alfândega | CORPO: Prezado cliente, seu pacote foi selecionado para fiscalização. É necessário o pagamento da taxa de despacho postal para liberação. Gere o boleto no link abaixo.",Phishing
"ASSUNTO: LinkedIn: Convite de amizade de 'Recrutador Global' | CORPO: Você recebeu uma nova mensagem sobre uma vaga de Desenvolvedor. Clique aqui para visualizar o anexo 'Descricao_Vaga.pdf.exe' e responder ao recrutador.",Phishing
"ASSUNTO: Alerta de Segurança: Tentativa de login no seu e-mail | CORPO: Detectamos um acesso suspeito vindo de Moscou, Rússia. Se você não está viajando, bloqueie o acesso e altere suas credenciais imediatamente no portal de segurança.",Phishing
"ASSUNTO: Bradesco: Atualização obrigatória de segurança Chave J | CORPO: Evite o bloqueio dos seus canais digitais. A nova versão do Internet Banking exige a sincronização do seu dispositivo móvel. Realize o processo no link seguro.",Phishing
"ASSUNTO: Facebook: Sua conta será desativada em 48h | CORPO: Recebemos denúncias de que seu perfil viola nossos termos de uso. Para contestar a desativação e manter suas fotos, realize a verificação de identidade no formulário oficial.",Phishing
"ASSUNTO: Mercado Pago: Você recebeu um PIX de R$ 1.200,00 | CORPO: O valor foi retido para análise de segurança. Para liberar o saldo na sua conta bancária agora, valide sua biometria facial através do nosso parceiro de segurança online.",Phishing
"ASSUNTO: Apple ID: Sua conta foi bloqueada por motivos de segurança | CORPO: Detectamos atividades incomuns no seu iCloud. Para desbloquear seus dispositivos e recuperar o acesso aos seus arquivos, confirme suas informações de conta.",Phishing
"ASSUNTO: Intimação Eletrônica: Processo Administrativo nº 9342 | CORPO: Você foi citado em uma ação de cobrança judicial. Visualize os autos do processo e o prazo para manifestação clicando no botão abaixo. Tribunal de Justiça.",Phishing
"ASSUNTO: WhatsApp Web: Novo navegador conectado | CORPO: Um novo computador Windows foi vinculado ao seu número. Se você não reconhece esta conexão, clique aqui para desconectar todos os dispositivos e proteger suas conversas.",Phishing
"ASSUNTO: Santander: Comunicado sobre sua pontuação de crédito | CORPO: Seu Score aumentou! Você tem um limite de cheque especial liberado. Para ativar o benefício e ver os novos valores, acesse o Internet Banking pelo link.",Phishing
"ASSUNTO: PayPal: Sua conta foi limitada temporariamente | CORPO: Notamos uma transação incomum em uma loja internacional. Para restaurar todas as funções da sua conta e evitar taxas extras, envie os documentos solicitados no link.",Phishing
"ASSUNTO: Microsoft: Alerta de segurança da conta | CORPO: Alguém inseriu sua senha corretamente, mas o acesso foi bloqueado. Local: Vietnã. Se não foi você, clique aqui para trocar sua senha e proteger seus arquivos do OneDrive.",Phishing
"ASSUNTO: Cadastro de Chave PIX: Telefone detectado | CORPO: Uma nova chave PIX foi cadastrada na sua conta bancária. Caso você não tenha realizado esta operação, cancele imediatamente clicando no link para evitar fraudes.",Phishing
"ASSUNTO: Spotify Premium: Erro no processamento da fatura | CORPO: Infelizmente sua assinatura voltará para o plano gratuito amanhã. Atualize seu método de pagamento agora para continuar ouvindo suas playlists sem anúncios.",Phishing
"ASSUNTO: Shopee: Problema na entrega do seu pedido | CORPO: Seu endereço foi considerado insuficiente pela transportadora. Para reenviar o produto sem custo adicional, confirme sua localização exata no nosso mapa de entregas.",Phishing
"ASSUNTO: ALERTA: Login de administrador detectado no seu Wi-Fi | CORPO: Um dispositivo não autorizado acessou o painel de controle do seu roteador. Recomendamos a alteração imediata da senha administrativa no link seguro.",Phishing
"ASSUNTO: C6 Bank: Verificação de segurança necessária | CORPO: Prezado cliente, detectamos um acesso via API desconhecida. Por precaução, seu cartão virtual foi pausado. Reative-o fazendo a validação de segurança no aplicativo web.",Phishing
"ASSUNTO: Steam: Confirmação de troca de itens | CORPO: Uma troca de itens valiosos foi iniciada. Se você não autorizou esta transação no mercado da comunidade, cancele-a agora para não perder seus itens de inventário.",Phishing
"ASSUNTO: Receita Federal: Restituição do IRPF disponível | CORPO: Você tem um saldo remanescente de R$ 850,00 a receber. Informe seus dados bancários no portal gov.br (link abaixo) para agendar o depósito do lote residual.",Phishing
"ASSUNTO: Dropbox: Alguém acessou sua pasta compartilhada | CORPO: Um usuário desconhecido baixou arquivos da sua pasta 'Documentos'. Revise as permissões de acesso e altere sua senha de segurança no link oficial do suporte.",Phishing
"ASSUNTO: Amazon Pay: Verificação de transação pendente | CORPO: Sua compra de 'Notebook Gamer' foi colocada em espera por suspeita de fraude. Para confirmar que foi você, clique no link e insira o código enviado ao seu e-mail.",Phishing
"ASSUNTO: Cadastro Positivo: Seu nome está sendo negativado | CORPO: O SPC/Serasa informa uma dívida de R$ 2.300,00 com vencimento hoje. Para ver os detalhes do credor e negociar com 90% de desconto, acesse o portal seguro.",Phishing
"ASSUNTO: Google Cloud: Fatura em atraso - Risco de exclusão | CORPO: Seus projetos de banco de dados serão excluídos permanentemente em 12 horas devido à falta de pagamento. Regularize o saldo devedor agora para manter seus dados.",Phishing
"ASSUNTO: Valorização de Ativos: Sua carteira Binance | CORPO: Detectamos uma entrada de 0.05 BTC na sua conta. Para validar o recebimento e transferir para sua carteira fria, realize a autenticação de dois fatores no link.",Phishing
"ASSUNTO: Uber: Alerta de segurança na sua conta de motorista | CORPO: Notamos um comportamento atípico nas suas corridas. Para evitar o bloqueio da sua conta, realize a verificação facial obrigatória no link de parceiros.",Phishing
"ASSUNTO: Elo: Você ganhou 50.000 pontos Livelo | CORPO: Promoção exclusiva para clientes do cartão Elo. Resgate seus pontos por passagens aéreas ou produtos eletrônicos fazendo o login no site da campanha oficial.",Phishing
"ASSUNTO: Bitdefender: Alerta de vírus no seu sistema | CORPO: Detectamos 3 ameaças ativas no seu computador Windows. Clique aqui para baixar a ferramenta de remoção gratuita e proteger seus dados pessoais e senhas.",Phishing
"ASSUNTO: gov.br: Atualização de biometria para o título de eleitor | CORPO: Evite o cancelamento do seu título e multas eleitorais. A nova lei exige a validação digital. Faça o upload da sua selfie no portal e-titular.",Phishing
"ASSUNTO: Adobe: Sua assinatura Creative Cloud expirou | CORPO: Notamos que seu plano anual não foi renovado. Para continuar usando o Photoshop e Premiere, aproveite nossa oferta de renovação com 50% de desconto no link.",Phishing
"ASSUNTO: Magalu: Ofertas de Outono com até 70% OFF | CORPO: Geladeiras, TVs e Smartphones com preços de Black Friday. Use o cupom OUTONO20 na sua primeira compra pelo SuperApp. Magalu - Lu te espera. Franca, SP.",Spam
"ASSUNTO: Ganhe R$ 100 de desconto na sua próxima viagem! | CORPO: Planeje suas férias com a Decolar. Hotéis, passagens e aluguel de carros com condições exclusivas para você. Reserve agora e pague em 12x sem juros.",Spam
"ASSUNTO: Ilker, aprenda Python do zero ao avançado em 4 semanas | CORPO: Inscrições abertas para a Formação Fullstack. Aulas práticas, mentorias ao vivo e acesso vitalício à comunidade. Matricule-se hoje com 40% de desconto.",Spam
"ASSUNTO: Sua casa inteligente começa aqui: Lâmpadas Wi-Fi | CORPO: Controle tudo pelo celular ou voz. Kits de iluminação inteligente com preços imbatíveis. Frete grátis para todo o Brasil. Confira na Amazon Brasil.",Spam
"ASSUNTO: Oportunidade: Invista em imóveis com apenas R$ 100 | CORPO: Descubra os Fundos Imobiliários e receba aluguéis todos os meses isentos de IR. Baixe nosso guia gratuito para iniciantes. XP Investimentos.",Spam
"ASSUNTO: Americanas: Cupom de R$ 50 para você voltar! | CORPO: Sentimos sua falta. Use o código VOLTA50 em qualquer compra acima de R$ 150. Válido para todo o site e app. Lojas Americanas - Tudo. Todo dia. Próximo.",Spam
"ASSUNTO: [Webinar] O Futuro da Inteligência Artificial em 2026 | CORPO: Participe da nossa live exclusiva com especialistas do Google e OpenAI. Saiba como a IA vai transformar o mercado de trabalho. Inscreva-se grátis.",Spam
"ASSUNTO: Ilker, você tem um empréstimo pré-aprovado de R$ 10k | CORPO: Dinheiro na conta em menos de 24 horas. Sem burocracia e com a menor taxa do mercado. Simule agora no app do Banco Pan. Sujeito à análise de crédito.",Spam
"ASSUNTO: 50% OFF em todo o site da Nike Brasil | CORPO: Tênis, roupas e acessórios esportivos com descontos progressivos. Estoque limitado. Garanta seus favoritos agora. Nike - Just Do It. São Paulo, SP.",Spam
"ASSUNTO: Zé Delivery: Cerveja gelada com cupom de R$ 15 | CORPO: Final de semana chegou! Use o código ZE15 na sua compra e receba em casa em minutos. Preço de mercado, entrega de gelada. Beba com moderação.",Spam
"ASSUNTO: Transforme seu LinkedIn em uma máquina de vagas | CORPO: Mentoria individual para profissionais de tecnologia. Aprenda a atrair recrutadores e negociar salários em dólar. Vagas limitadas para este mês.",Spam
"ASSUNTO: Burger King: 2 Whopper por R$ 25 - Cupom Exclusivo | CORPO: Bateu a fome? Aproveite essa oferta imperdível no balcão ou drive-thru. Mostre o print deste e-mail para validar o desconto. BK - A gente faz do seu jeito.",Spam
"ASSUNTO: Seu seguro auto está caro? Compare e economize | CORPO: Cotação online em menos de 2 minutos com as maiores seguradoras do país. Encontre o plano perfeito para o seu bolso. Youse - Seguro tipo você.",Spam
"ASSUNTO: Ilker, este e-book de Cybersecurity vai abrir sua mente | CORPO: Guia prático de Pentest e Red Team. Aprenda as técnicas mais usadas por hackers éticos para proteger sistemas. Download gratuito por tempo limitado.",Spam
"ASSUNTO: Natura: Kit Essencial com 40% de desconto | CORPO: Presenteie quem você ama ou a si mesmo com a perfumaria número 1 do Brasil. Frete grátis na primeira compra pelo app. Natura - O mundo é mais bonito com você.",Spam
"ASSUNTO: Alura: 15% de desconto na sua assinatura anual | CORPO: Mergulhe em tecnologia. Mais de 1.400 cursos de programação, data science, UX e inovação. Comece sua jornada agora. Alura - Tecnologia que transforma.",Spam
"ASSUNTO: Sua conta de luz está alta? Mude para energia solar | CORPO: Economia garantida de até 95% na fatura mensal. Instalação rápida e financiamento facilitado em até 60x. Solicite seu orçamento técnico agora.",Spam
"ASSUNTO: Ilker, sua próxima leitura está aqui com 30% OFF | CORPO: Seleção especial de livros de ficção científica e tecnologia. De Isaac Asimov a Robert Martin. Aproveite a promoção na Livraria Cultura online.",Spam
"ASSUNTO: Udemy: Cursos a partir de R$ 27,90 só hoje | CORPO: Aprenda desenvolvimento web, mobile, marketing digital e muito mais. Mais de 200 mil cursos online. Escolha o seu e comece a estudar agora mesmo.",Spam
"ASSUNTO: Ganhe Cashback em todas as suas compras no AliExpress | CORPO: Use nossa extensão e receba dinheiro de volta em cada pedido. Simples, rápido e automático. Comece a economizar de verdade nas suas importações.",Spam
"ASSUNTO: Ilker, você ganhou 1 mês grátis de YouTube Premium | CORPO: Assista a vídeos sem anúncios, em segundo plano e faça download para ver offline. Ative sua degustação agora e aproveite o melhor do YouTube Music.",Spam
"ASSUNTO: Tudo para o seu setup gamer com 20% de desconto | CORPO: Teclados mecânicos, mouses de alta precisão e cadeiras ergonômicas. Melhore sua performance com os melhores periféricos. Kabum! - Explosão de ofertas.",Spam
"ASSUNTO: Aprenda Inglês com intercâmbio sem sair de casa | CORPO: Aulas individuais com professores nativos 24h por dia. Teste uma aula grátis e descubra por que somos a maior plataforma do mundo. Open English.",Spam
"ASSUNTO: Seu cartão de crédito sem anuidade está pronto | CORPO: Controle tudo pelo app, cashback em todas as compras e atendimento humano 24h. Solicite o seu Neon agora e simplifique sua vida financeira.",Spam
"ASSUNTO: Ilker, este cupom de R$ 30 no iFood expira hoje | CORPO: Não quer cozinhar? Aproveite o desconto em qualquer restaurante com entrega grátis. Use o código JANTAR30 no checkout. iFood - Pra qualquer fome.",Spam
"ASSUNTO: Samsung: Galaxy S26 Ultra com bônus de troca | CORPO: Entregue seu smartphone antigo e ganha até R$ 3.000 de desconto no novo S26. Inteligência artificial avançada e câmera de 200MP. Loja Oficial Samsung.",Spam
"ASSUNTO: Domine o Excel e destaque seu currículo | CORPO: Do básico ao avançado com dashboards inteligentes. Curso focado no mercado de trabalho com certificado incluso. Matricule-se hoje com 60% de desconto.",Spam
"ASSUNTO: Ilker, sua sorte pode mudar hoje: Mega Sena acumulada | CORPO: Aposte online de forma segura e rápida. Não perca a chance de se tornar o próximo milionário. Loterias Caixa - Onde a sorte acontece.",Spam
"ASSUNTO: Hospedagem de sites com 70% de desconto + Domínio grátis | CORPO: Crie seu site ou blog hoje mesmo com a melhor performance do mercado. Suporte em português e SSL gratuito incluso. Hostgator Brasil.",Spam
"ASSUNTO: LinkedIn: [USUÁRIO], veja quem visualizou seu perfil | CORPO: 15 pessoas viram seu perfil nos últimos 7 dias. Veja se alguma delas é um recrutador ou uma conexão de interesse. LinkedIn Corporation, Sunnyvale, CA.",Spam
"ASSUNTO: Petlove: 15% OFF na primeira compra para seu pet | CORPO: Rações, brinquedos e medicamentos com o melhor preço e entrega rápida. Assine e ganhe descontos recorrentes em todos os pedidos. Petlove - Tudo para pets.",Spam
"ASSUNTO: Ilker, você foi convidado para o Beta do novo GTA | CORPO: Seja um dos primeiros a testar as novas funcionalidades do modo online. Vagas limitadas para jogadores selecionados. Rockstar Games Social Club.",Spam
"ASSUNTO: Convite: Evento de Networking para Desenvolvedores RJ | CORPO: Troque experiências, faça contatos e conheça as empresas que estão contratando no Rio de Janeiro. Happy hour incluso. Confirme sua presença.",Spam
"ASSUNTO: Confirmação de Matrícula: Cibersegurança 2026.1 | CORPO: Olá Ilker, sua matrícula foi confirmada. A grade horária e o calendário acadêmico já estão disponíveis no Portal Ulife. Desejamos um excelente semestre!",Legitimo
"ASSUNTO: Recibo de Compra: iFood - Pedido #9982 | CORPO: Ilker, recebemos seu pedido em 'Méqui'. A previsão de entrega é 20:45. Você pode acompanhar o entregador pelo mapa no aplicativo. Obrigado pela preferência.",Legitimo
"ASSUNTO: [Ulife] Nota postada: Sistemas Operacionais | CORPO: A nota da sua avaliação A1 acaba de ser lançada no portal acadêmico. Verifique seu desempenho e o feedback do professor na central do aluno. Bons estudos!",Legitimo
"ASSUNTO: Google: Alerta de segurança da conta | CORPO: Um novo login foi detectado em um dispositivo Linux (Chrome) no Rio de Janeiro. Se foi você, ignore. Se não, revise seus dispositivos conectados agora.",Legitimo
"ASSUNTO: LinkedIn: Raphael Marques aceitou seu convite de conexão | CORPO: Raphael Marques agora faz parte da sua rede. Que tal enviar uma mensagem para iniciar uma conversa profissional? LinkedIn Corporation.",Legitimo
"ASSUNTO: Recibo de renovação: Domínio nizaki.com.br | CORPO: Confirmamos o pagamento da anuidade do seu domínio. A validade foi estendida até Maio de 2027. Registro.br - O departamento de domínios do Brasil.",Legitimo
"ASSUNTO: Convite de Reunião: Alinhamento Projeto A3 | CORPO: Olá equipe, agendei um encontro via Microsoft Teams para amanhã às 19h. Vamos revisar os vetores de ataque do CyberShield. Favor confirmar presença.",Legitimo
"ASSUNTO: GitHub: Sua senha foi alterada com sucesso | CORPO: Este é um aviso de que a senha da sua conta GitHub foi alterada recentemente. Se não foi você, contate o suporte imediatamente para recuperar o acesso.",Legitimo
"ASSUNTO: [TI] Manutenção programada nos servidores da faculdade | CORPO: Informamos que o laboratório virtual ficará instável durante a madrugada de sábado para domingo devido à atualização de hardware. Gratos pela compreensão.",Legitimo
"ASSUNTO: Uber: Recibo da sua viagem de hoje cedo | CORPO: Valor total: R$ 18,50 pago via PIX. Motorista: Carlos. Veículo: VW Gol. Esperamos que tenha tido uma boa viagem. Uber do Brasil Tecnologia Ltda.",Legitimo
"ASSUNTO: Microsoft: Código de verificação de conta | CORPO: Seu código de segurança é: 489201. Use este código para concluir o login ou a alteração de dados. O código expira em 10 minutos. Equipe de Contas Microsoft.",Legitimo
"ASSUNTO: iFood: Sua avaliação sobre 'Pizza Hut' | CORPO: Olá Ilker, o que achou do seu último pedido? Sua avaliação ajuda outros usuários e melhora nossos restaurantes parceiros. Leva apenas 30 segundos.",Legitimo
"ASSUNTO: [Ulife] Novo material disponível: Segurança de Redes | CORPO: O professor Fabio Gomes postou novos slides e a lista de exercícios referente à aula de hoje. Acesse a seção 'Materiais' para baixar os arquivos.",Legitimo
"ASSUNTO: Google Play: Recibo da assinatura 'Duolingo' | CORPO: Valor: R$ 0,00 (Período de teste). Sua assinatura será renovada automaticamente em 30 dias. Gerencie suas assinaturas nas configurações da sua conta Google.",Legitimo
"ASSUNTO: Alerta de login: Sua conta Instagram | CORPO: Notamos um acesso a partir de um dispositivo Samsung SM-M146B no Rio de Janeiro. Se foi você, tudo certo. Caso contrário, altere sua senha imediatamente.",Legitimo
"ASSUNTO: Nubank: O comprovante da sua transferência PIX | CORPO: Valor: R$ 45,00 enviado para 'Maicom Sobrinho'. A transação foi concluída com sucesso. Você pode ver os detalhes no seu histórico no app.",Legitimo
"ASSUNTO: [TI] Sua nova senha temporária do portal acadêmico | CORPO: Conforme solicitado, sua senha foi resetada. Use o código 'Inverno2026!' para o primeiro acesso e altere-a imediatamente após o login. Equipe de TI.",Legitimo
"ASSUNTO: Strava: Ilker, sua atividade de hoje está pronta | CORPO: Você pedalou 12.5 km e bateu um novo recorde pessoal no segmento 'Subida da Taquara'. Veja as estatísticas completas e o mapa no seu feed do Strava.",Legitimo
"ASSUNTO: gov.br: Sua conta agora é nível Ouro | CORPO: Parabéns! Você concluiu a validação facial e agora possui acesso total aos serviços digitais do governo. Sua conta está mais segura e com mais funcionalidades.",Legitimo
"ASSUNTO: Amazon.com.br: Pedido enviado - #702-99381 | CORPO: O item 'Mousepad Gamer' saiu para entrega e deve chegar hoje até as 20h. Você pode acompanhar o status em tempo real pelo link de rastreamento oficial.",Legitimo
